                                Title: B2B billing analysis Spain      Country: Spain,,,,,,,,,,,,,,,,,,,,,,
                                Description: B2B analysis,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
                                Period: Billing from 2010-07-01 to 2014-07-31,,,,,,,,,,,,,,,,,,,,,,
                                Run date: 01Aug2014,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Country,Ctry code,Customer,Boarding date,Cust nbr,Inv nbr,Inv date,Due date,Inv tot amt,Revtype,Settled date,Pmt delay,Status,Rundate,Disputenumber,Status2,Startdate,Enddate,Dispreasoncode,Dispreasoncodedesc,Invdisputedate,Resdate,Paper / Electronic
UK,838,Iberia,2013-03-05,00411101,  FNL1202328,28-02-2012,29-03-2012,"1,107.29",PRI,12-03-2012,-17,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00012258,  FSE1200087,28-02-2012,29-03-2012,"4,417.92",SWG,04-04-2012,6,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012097,09-03-2012,08-04-2012,"1,68,551.27",RER,25-04-2012,17,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012099,12-03-2012,11-04-2012,"1,65,778.27",RER,25-04-2012,14,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1201577,22-03-2012,05-06-2012,"13,551.01",GTS,28-03-2012,-69,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1201578,22-03-2012,05-06-2012,"13,551.01",GTS,28-03-2012,-69,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1201759,26-03-2012,09-06-2012,"13,551.01",GTS,12-06-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1201760,26-03-2012,09-06-2012,"13,551.01",GTS,12-06-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00411101,  FNL1203801,27-03-2012,27-03-2012,"1,339.67",PRI,30-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00411128,     8546195,30-03-2012,30-03-2012,799.91,DSW,04-06-2012,66,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1202010,30-03-2012,13-06-2012,"13,551.01",GTS,25-06-2012,12,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012184,02-04-2012,02-05-2012,"1,72,310.75",RER,10-04-2012,-22,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1200467,03-04-2012,27-06-2012,"1,79,446.16",MAN,07-06-2012,-20,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00088270,  FVE1200305,03-04-2012,17-06-2012,"28,960.80",VAR,22-06-2012,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012193,04-04-2012,04-05-2012,"1,72,310.75",RER,04-06-2012,31,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012195,13-04-2012,13-05-2012,"1,71,324.27",RER,17-04-2012,-26,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012201,18-04-2012,18-05-2012,"1,72,310.75",RER,20-04-2012,-28,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1202587,30-04-2012,14-07-2012,"13,551.01",GTS,25-07-2012,11,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012246,02-05-2012,01-06-2012,"1,78,903.41",RER,04-06-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012248,04-05-2012,03-06-2012,"88,358.40",RER,02-08-2012,60,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1202837,09-05-2012,23-07-2012,"21,676.60",GTS,02-08-2012,10,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1200601,31-05-2012,14-08-2012,"5,58,486.99",MAN,23-08-2012,9,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1203370,31-05-2012,14-08-2012,"13,551.01",GTS,22-08-2012,8,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012305,04-06-2012,04-07-2012,"1,59,432.23",RER,25-07-2012,21,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1204178,29-06-2012,12-09-2012,"13,551.01",GTS,12-09-2012,0,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012390,02-07-2012,01-08-2012,"1,72,678.91",RER,04-10-2012,64,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1200790,04-07-2012,17-09-2012,"2,79,243.50",MAN,24-09-2012,7,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1205027,31-07-2012,14-10-2012,"13,551.01",GTS,23-10-2012,9,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012446,02-08-2012,01-09-2012,"1,70,047.51",RER,04-10-2012,33,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1200688,24-08-2012,07-11-2012,"91,192.43",VAR,22-11-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1205666,31-08-2012,14-11-2012,"13,551.01",GTS,22-11-2012,8,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012489,03-09-2012,03-10-2012,"1,79,097.01",RER,05-11-2012,33,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1206416,28-09-2012,12-12-2012,"13,895.53",GTS,12-12-2012,0,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012661,02-10-2012,01-11-2012,"1,70,211.98",RER,05-11-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1201066,04-10-2012,18-12-2012,"2,86,342.89",MAN,24-12-2012,6,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1207231,31-10-2012,14-01-2013,"13,895.53",GTS,21-01-2013,7,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012718,02-11-2012,02-12-2012,"1,71,672.45",RER,12-12-2012,10,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1208242,30-11-2012,13-02-2013,"13,895.53",GTS,05-03-2013,20,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012771,03-12-2012,02-01-2013,"1,71,672.45",RER,08-01-2013,6,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1208915,26-12-2012,11-03-2013,"13,895.53",GTS,12-03-2013,1,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1209415,29-12-2012,28-01-2013,"18,585.60",GBS,22-02-2013,25,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300078,04-01-2013,20-03-2013,"2,86,342.91",MAN,07-05-2013,48,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Iberia,2013-03-05,00089143,     8548768,07-01-2013,07-01-2013,"2,34,022.08",DSW,05-03-2013,57,Settled,31-07-2014,000010445,CLOSED,2013-02-28,2013-03-04,X8,CUSTOMER REQUESTED CANCELLATION NOT PROCESSED TIMELY - NOT CANCELLATION FOR NON-PAYMENT,2013-02-28,04/03/2013,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012848,31-01-2013,01-04-2013,"87,723.85",RER,21-05-2013,50,Settled,31-07-2014,000010617,CLOSED,2013-05-14,2013-05-22,X8,CUSTOMER REQUESTED CANCELLATION NOT PROCESSED TIMELY - NOT CANCELLATION FOR NON-PAYMENT,2013-05-14,22/05/2013,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  6038012849,31-01-2013,01-04-2013,"1,36,213.18",RER,21-05-2013,50,Settled,31-07-2014,000010617,CLOSED,2013-05-14,2013-05-22,X8,CUSTOMER REQUESTED CANCELLATION NOT PROCESSED TIMELY - NOT CANCELLATION FOR NON-PAYMENT,2013-05-14,22/05/2013,Paper invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300190,28-02-2013,29-04-2013,"1,30,011.60",VAR,23-05-2013,24,Settled,31-07-2014,000010617,CLOSED,2013-05-14,2013-05-22,X8,CUSTOMER REQUESTED CANCELLATION NOT PROCESSED TIMELY - NOT CANCELLATION FOR NON-PAYMENT,2013-05-14,22/05/2013,Paper invoice
UK,838,Iberia,2013-03-05,00089150,     8549437,08-03-2013,08-03-2013,839.74,DSW,04-06-2013,88,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038012942,21-03-2013,20-05-2013,"1,32,909.01",RER,07-05-2013,-13,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1302051,30-03-2013,29-04-2013,"14,381.85",GTS,10-06-2013,42,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1302052,30-03-2013,29-04-2013,"14,381.85",GTS,10-06-2013,42,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1302053,30-03-2013,29-04-2013,"14,381.85",GTS,10-06-2013,42,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038012985,02-04-2013,01-06-2013,"1,15,294.18",RER,07-05-2013,-25,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300461,04-04-2013,18-06-2013,"2,86,342.91",MAN,07-05-2013,-42,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00043270,  FIG1302340,16-04-2013,15-06-2013,"22,899.25",GTS,13-05-2013,-33,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FVE1300318,26-04-2013,25-06-2013,"30,606.94",VAR,24-06-2013,-1,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300586,30-04-2013,29-06-2013,"5,84,517.80",MAN,18-06-2013,-11,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038013041,02-05-2013,01-07-2013,"1,14,175.64",RER,18-06-2013,-13,Settled,31-07-2014,000010668,CLOSED,2013-06-14,2013-06-19,X8,CUSTOMER REQUESTED CANCELLATION NOT PROCESSED TIMELY - NOT CANCELLATION FOR NON-PAYMENT,2013-06-14,19/06/2013,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1302776,08-05-2013,16-06-2013,"22,899.25",GTS,27-05-2013,-20,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038013048,17-05-2013,17-05-2013,"87,723.85",RER,12-06-2013,26,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038013049,17-05-2013,17-05-2013,"1,36,213.18",RER,12-06-2013,26,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300352,22-05-2013,21-06-2013,"1,30,011.60",VAR,18-06-2013,-3,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038013088,03-06-2013,02-08-2013,"1,13,658.63",RER,24-06-2013,-39,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303453,07-06-2013,07-07-2013,"14,381.85",GTS,18-06-2013,-19,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303454,07-06-2013,07-07-2013,"14,381.85",GTS,18-06-2013,-19,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303455,07-06-2013,07-07-2013,"14,381.85",GTS,18-06-2013,-19,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303456,07-06-2013,07-07-2013,"14,381.87",GTS,18-06-2013,-19,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303457,07-06-2013,07-07-2013,"14,381.85",GTS,18-06-2013,-19,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038013092,17-06-2013,02-07-2013,"1,14,175.64",RER,10-07-2013,8,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300712,17-06-2013,17-07-2013,"5,84,517.80",MAN,28-06-2013,-19,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303616,17-06-2013,17-07-2013,"14,381.85",GTS,10-07-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303617,17-06-2013,17-07-2013,"14,381.85",GTS,10-07-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303618,17-06-2013,17-07-2013,"14,381.87",GTS,10-07-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303619,17-06-2013,17-07-2013,"14,381.85",GTS,25-06-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303620,17-06-2013,17-07-2013,"14,381.85",GTS,25-06-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303767,24-06-2013,24-07-2013,"14,381.85",GTS,12-07-2013,-12,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1303768,24-06-2013,24-07-2013,"14,381.85",GTS,12-07-2013,-12,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FVE1300405,24-06-2013,23-08-2013,"30,606.94",VAR,10-07-2013,-44,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300750,26-06-2013,26-07-2013,"5,84,518.39",MAN,12-07-2013,-14,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1304066,29-06-2013,29-07-2013,"14,381.85",GTS,12-07-2013,-17,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  6038013134,02-07-2013,31-08-2013,"1,21,820.40",RER,18-07-2013,-44,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,P13070200006,02-07-2013,01-08-2013,"50,217.97",PRE,02-08-2013,1,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300967,08-07-2013,06-09-2013,"2,92,259.19",MAN,19-07-2013,-49,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1304275,11-07-2013,10-08-2013,"14,381.85",GTS,06-09-2013,27,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1300986,17-07-2013,16-08-2013,"99,080.32",MAN,24-09-2013,39,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1304678,31-07-2013,30-08-2013,"14,381.85",GTS,06-09-2013,7,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300516,31-07-2013,29-09-2013,"7,86,368.11",OTC,07-08-2013,-53,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300534,07-08-2013,06-10-2013,"5,69,813.41",OTC,14-10-2013,8,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1304824,19-08-2013,18-09-2013,"1,98,376.27",GTS,29-08-2013,-20,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1304956,26-08-2013,25-09-2013,"1,98,376.27",GTS,03-10-2013,8,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1305162,30-08-2013,29-09-2013,"14,381.85",GTS,05-11-2013,37,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,P13090200254,02-09-2013,01-10-2013,"50,217.97",PRE,09-10-2013,8,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1305282,05-09-2013,05-10-2013,"14,381.85",GTS,12-11-2013,38,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300556,06-09-2013,05-11-2013,"2,16,554.70",OTC,12-11-2013,7,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1305980,30-09-2013,30-10-2013,"14,381.85",GTS,03-12-2013,34,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FBF1301284,11-10-2013,10-12-2013,"99,080.32",MAN,24-12-2013,14,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1306196,14-10-2013,13-11-2013,"1,83,179.00",GTS,22-11-2013,9,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1306197,14-10-2013,13-11-2013,"1,89,089.51",GTS,22-11-2013,9,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1306737,04-11-2013,04-12-2013,"1,97,561.06",GTS,12-12-2013,8,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300672,18-11-2013,17-01-2014,"2,11,750.00",OTC,30-11-2013,-48,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1307151,26-11-2013,26-12-2013,"2,01,525.12",GTS,08-01-2014,13,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FVE1300698,30-11-2013,29-01-2014,"2,11,750.00",OTC,04-02-2014,6,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,P13120200270,02-12-2013,01-01-2014,"50,217.97",PRE,21-01-2014,20,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1307799,17-12-2013,16-01-2014,"2,02,671.01",GTS,11-02-2014,26,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FSE1300864,27-12-2013,26-01-2014,"8,488.15",SWG,02-01-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FSE1300883,31-12-2013,30-01-2014,"8,488.15",SWG,27-01-2014,-3,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FSE1400020,24-01-2014,23-02-2014,"8,488.15",SWG,04-03-2014,9,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,P14030300312,03-03-2014,01-04-2014,"50,217.97",PRE,02-04-2014,1,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1401754,31-03-2014,30-04-2014,"5,65,447.91",GTS,03-06-2014,34,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1402041,24-04-2014,24-05-2014,"1,91,647.28",GTS,04-07-2014,41,Settled,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00000494,  FSE1400247,29-04-2014,29-05-2014,"19,360.00",SWG,16-06-2014,18,Settled,31-07-2014,000011449,CLOSED,2014-05-14,2014-06-13,B1,INCORRECT INVOICE ADDRESS AND/OR RECIPIENT,2014-05-14,13/06/2014,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1402698,26-05-2014,25-06-2014,"1,88,031.87",GTS,,36,Open,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FSE1400363,12-06-2014,12-07-2014,"19,360.00",SWG,,19,Open,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1403435,25-06-2014,25-07-2014,"1,97,064.76",GTS,,6,Open,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089143,  FSE1400495,21-07-2014,20-08-2014,"19,360.00",SWG,,-20,Open,31-07-2014,,,,,,,,,E-invoice
UK,838,Iberia,2013-03-05,00089150,  FIG1404269,29-07-2014,28-08-2014,"1,96,827.23",GTS,,-28,Open,31-07-2014,,,,,,,,,E-invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4110411,06-07-2010,01-08-2010,894.85,TLA,24-08-2010,23,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4110412,06-07-2010,01-08-2010,966.80,TLA,24-08-2010,23,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4110413,06-07-2010,01-08-2010,"1,490.16",TLA,24-08-2010,23,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4111419,06-07-2010,01-08-2010,821.30,TLA,24-08-2010,23,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4111420,06-07-2010,01-08-2010,283.91,TLA,24-08-2010,23,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4111879,27-07-2010,26-08-2010,627.93,TLA,06-09-2010,11,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4111899,30-07-2010,01-08-2010,588.42,TLA,06-09-2010,36,Settled,31-07-2014,000007692,CLOSED,2010-08-05,2010-08-25,X1,CUSTOMER CLAIMING OTHER PAYMENT TERMS AGREED BY SALES,2010-08-05,   25/8/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4112060,05-08-2010,01-09-2010,894.85,TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4112061,05-08-2010,01-09-2010,966.80,TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4112062,05-08-2010,01-09-2010,"1,490.16",TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4112063,05-08-2010,01-09-2010,588.42,TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4113069,05-08-2010,01-09-2010,821.30,TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4113070,05-08-2010,01-09-2010,283.91,TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4113071,05-08-2010,01-09-2010,209.31,TLA,06-09-2010,5,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4113407,06-09-2010,01-10-2010,"3,940.23",TLA,14-10-2010,13,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4114378,06-09-2010,01-10-2010,821.30,TLA,18-10-2010,17,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4114379,06-09-2010,01-10-2010,283.91,TLA,18-10-2010,17,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4114380,06-09-2010,01-10-2010,209.31,TLA,18-10-2010,17,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4115095,01-10-2010,31-10-2010,159.57,TLA,22-11-2010,22,Settled,31-07-2014,000007888,CLOSED,2010-10-21,2010-11-23,S3,INCORRECT QUANTITY  DELIVERED,2010-10-21,  23/11/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4115096,01-10-2010,31-10-2010,159.57,TLA,22-11-2010,22,Settled,31-07-2014,000007888,CLOSED,2010-10-21,2010-11-23,S3,INCORRECT QUANTITY  DELIVERED,2010-10-21,  23/11/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4115097,01-10-2010,31-10-2010,159.57,TLA,22-11-2010,22,Settled,31-07-2014,000007888,CLOSED,2010-10-21,2010-11-23,S3,INCORRECT QUANTITY  DELIVERED,2010-10-21,  23/11/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4115224,05-10-2010,01-11-2010,"3,940.23",TLA,10-11-2010,9,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4116167,05-10-2010,01-11-2010,821.30,TLA,16-12-2010,45,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4116168,05-10-2010,01-11-2010,283.91,TLA,16-12-2010,45,Settled,31-07-2014,,,,,,,,,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4116169,05-10-2010,01-11-2010,364.99,TLA,16-12-2010,45,Settled,31-07-2014,000008013,CLOSED,2010-11-23,2010-11-29,B1,INCORRECT INVOICE RECIPIENT/ADDRESS,2010-11-23,  29/11/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4116169,05-10-2010,01-11-2010,364.99,TLA,16-12-2010,45,Settled,31-07-2014,000007884,CLOSED,2010-10-20,2010-11-20,S3,INCORRECT QUANTITY  DELIVERED,2010-10-20,  20/11/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00084577,  FNL4116509,08-10-2010,01-11-2010,274.53,TLA,22-11-2010,21,Settled,31-07-2014,000007884,CLOSED,2010-10-20,2010-11-20,S3,INCORRECT QUANTITY  DELIVERED,2010-10-20,  20/11/10,Paper invoice
UK,838,Kelloggs,2013-08-16,00014047,  FNL4116522,12-10-2010,11-11-2010,831.09,TLA,19-11-2010,8,Settled,31-07-2014,,,,,,,,,Paper invoice
