                                Title: B2B billing analysis Spain      Country: Spain,,,,,,,,,,,,,,,,,,,,,,
                                Description: B2B analysis,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
                                Period: Billing from 2010-07-01 to 2014-07-31,,,,,,,,,,,,,,,,,,,,,,
                                Run date: 01Aug2014,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Country,Ctry code,Customer,Boarding date,Cust nbr,Inv nbr,Inv date,Due date,Inv tot amt,Revtype,Settled date,Pmt delay,Status,Rundate,Disputenumber,Status2,Startdate,Enddate,Dispreasoncode,Dispreasoncodedesc,Invdisputedate,Resdate,Paper / Electronic
Spain,838,CECA,2013-06-06,00040869,  FIG9502307,03-05-2011,02-06-2011,429.52,GTS,06-06-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502592,17-05-2011,16-06-2011,"47,200.00",GTS,20-06-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00015093,     8542893,30-05-2011,29-06-2011,"93,543.60",DSW,04-07-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502891,02-06-2011,02-07-2011,"10,620.00",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502892,02-06-2011,02-07-2011,"3,29,709.94",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502893,02-06-2011,02-07-2011,"3,76,171.60",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502894,02-06-2011,02-07-2011,"3,76,171.60",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502895,02-06-2011,02-07-2011,"3,76,171.60",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502896,02-06-2011,02-07-2011,"1,18,214.90",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502897,02-06-2011,02-07-2011,"56,876.01",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502898,02-06-2011,02-07-2011,"1,55,871.40",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502899,02-06-2011,02-07-2011,898.28,GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502900,02-06-2011,02-07-2011,"22,029.13",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9502901,02-06-2011,02-07-2011,"12,154.00",GTS,04-07-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00040869,  FAA9210303,15-06-2011,15-07-2011,"2,191.26",LSE,01-07-2011,-14,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00058415,  FIG9503206,16-06-2011,16-07-2011,318.60,GTS,17-07-2012,367,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503287,22-06-2011,22-07-2011,"3,253.97",GTS,19-09-2011,59,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503288,22-06-2011,22-07-2011,"5,965.61",GTS,19-09-2011,59,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503289,22-06-2011,22-07-2011,"4,338.62",GTS,19-09-2011,59,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503290,22-06-2011,22-07-2011,"23,010.00",GTS,19-09-2011,59,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503458,30-06-2011,30-07-2011,650.79,GTS,19-09-2011,51,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503459,30-06-2011,30-07-2011,"1,47,500.00",GTS,06-09-2011,38,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503460,30-06-2011,30-07-2011,"60,000.00",GTS,06-09-2011,38,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503461,30-06-2011,30-07-2011,"3,687.50",GTS,22-08-2011,23,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FBF5500916,04-07-2011,31-07-2011,"14,191.14",MAN,08-08-2011,8,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503567,04-07-2011,03-08-2011,"3,29,709.94",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503568,04-07-2011,03-08-2011,"3,76,171.60",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503569,04-07-2011,03-08-2011,"3,76,171.60",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503570,04-07-2011,03-08-2011,"10,620.00",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503571,04-07-2011,03-08-2011,"3,76,171.60",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503572,04-07-2011,03-08-2011,"1,18,214.90",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503573,04-07-2011,03-08-2011,"56,876.01",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503574,04-07-2011,03-08-2011,"1,55,871.40",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503575,04-07-2011,03-08-2011,898.28,GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503576,04-07-2011,03-08-2011,"22,029.13",GTS,06-09-2011,34,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503577,04-07-2011,03-08-2011,"7,375.00",GTS,22-08-2011,19,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9503578,04-07-2011,03-08-2011,"1,33,078.63",GTS,01-10-2011,59,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00040869,  FAA9210476,29-07-2011,28-08-2011,"2,183.00",LSE,21-11-2011,85,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504226,02-08-2011,01-09-2011,"3,29,709.94",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504227,02-08-2011,01-09-2011,"3,76,171.60",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504228,02-08-2011,01-09-2011,"3,76,171.60",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504229,02-08-2011,01-09-2011,"3,76,171.60",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504230,02-08-2011,01-09-2011,"10,620.00",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504231,02-08-2011,01-09-2011,"56,876.01",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504232,02-08-2011,01-09-2011,"1,55,871.40",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504233,02-08-2011,01-09-2011,898.28,GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504234,02-08-2011,01-09-2011,"22,029.13",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504235,02-08-2011,01-09-2011,"7,375.00",GTS,05-09-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00040869,  FIG9504595,31-08-2011,30-09-2011,177.00,GTS,24-10-2011,24,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504669,02-09-2011,02-10-2011,"3,76,171.60",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504670,02-09-2011,02-10-2011,"3,29,709.94",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504671,02-09-2011,02-10-2011,"3,76,171.60",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504672,02-09-2011,02-10-2011,"3,76,171.60",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504673,02-09-2011,02-10-2011,"10,620.00",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504674,02-09-2011,02-10-2011,"56,876.01",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504675,02-09-2011,02-10-2011,"1,55,871.40",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504676,02-09-2011,02-10-2011,898.28,GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504677,02-09-2011,02-10-2011,"22,029.13",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9504678,02-09-2011,02-10-2011,"7,375.00",GTS,04-10-2011,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00087750,     8543938,27-09-2011,27-10-2011,"14,795.24",DSW,31-10-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505436,04-10-2011,03-11-2011,"3,29,709.94",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505437,04-10-2011,03-11-2011,"3,76,171.60",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505438,04-10-2011,03-11-2011,"3,76,171.60",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505439,04-10-2011,03-11-2011,"3,76,171.60",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505440,04-10-2011,03-11-2011,"10,620.00",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505441,04-10-2011,03-11-2011,"56,876.01",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505442,04-10-2011,03-11-2011,"1,55,871.40",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505443,04-10-2011,03-11-2011,898.28,GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505444,04-10-2011,03-11-2011,"22,029.13",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9505445,04-10-2011,03-11-2011,"7,375.00",GTS,07-11-2011,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FBF5501276,05-10-2011,31-10-2011,"14,191.14",MAN,07-11-2011,7,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506050,02-11-2011,02-12-2011,"10,620.00",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506051,02-11-2011,02-12-2011,"3,29,709.94",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506052,02-11-2011,02-12-2011,"3,76,171.60",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506053,02-11-2011,02-12-2011,"3,76,171.60",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506054,02-11-2011,02-12-2011,"3,76,171.60",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506055,02-11-2011,02-12-2011,"56,876.01",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506056,02-11-2011,02-12-2011,"1,55,871.40",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506057,02-11-2011,02-12-2011,898.28,GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506058,02-11-2011,02-12-2011,"22,029.13",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506059,02-11-2011,02-12-2011,"7,375.00",GTS,07-12-2011,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506720,30-11-2011,30-12-2011,"7,323.73",GTS,04-01-2012,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506798,02-12-2011,01-01-2012,"3,29,709.94",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506799,02-12-2011,01-01-2012,"3,76,171.60",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506800,02-12-2011,01-01-2012,"3,76,171.60",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506801,02-12-2011,01-01-2012,"3,76,171.60",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506802,02-12-2011,01-01-2012,"10,620.00",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506803,02-12-2011,01-01-2012,"56,876.01",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506804,02-12-2011,01-01-2012,"1,55,871.40",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506805,02-12-2011,01-01-2012,898.28,GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506806,02-12-2011,01-01-2012,"22,029.13",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9506807,02-12-2011,01-01-2012,"7,375.00",GTS,04-01-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG9507147,18-12-2011,17-01-2012,"33,040.00",GTS,07-02-2012,21,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00040869,  FAA9210700,22-12-2011,21-01-2012,"2,950.00",LSE,02-01-2012,-19,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FBF1200001,02-01-2012,01-02-2012,"14,191.14",MAN,02-03-2012,30,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200012,04-01-2012,03-02-2012,"2,95,000.00",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200013,04-01-2012,03-02-2012,"4,32,666.67",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200014,04-01-2012,03-02-2012,"4,32,666.66",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200015,04-01-2012,03-02-2012,"4,32,666.67",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200016,04-01-2012,03-02-2012,"1,55,871.42",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200017,04-01-2012,03-02-2012,"57,328.33",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200018,04-01-2012,03-02-2012,898.28,GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200019,04-01-2012,03-02-2012,"22,788.75",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200020,04-01-2012,03-02-2012,"1,33,078.63",GTS,02-03-2012,28,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00040869,  FIG1200033,04-01-2012,03-02-2012,"25,960.00",GTS,07-02-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200269,19-01-2012,18-02-2012,"3,740.92",GTS,27-02-2012,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200270,19-01-2012,18-02-2012,10.79,GTS,27-02-2012,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200271,19-01-2012,18-02-2012,546.93,GTS,27-02-2012,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200385,26-01-2012,25-02-2012,"4,425.00",GTS,02-03-2012,6,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200596,02-02-2012,03-03-2012,"4,32,666.67",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200597,02-02-2012,03-03-2012,"4,32,666.66",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200598,02-02-2012,03-03-2012,"2,95,000.00",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200599,02-02-2012,03-03-2012,"4,32,666.67",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200600,02-02-2012,03-03-2012,"57,328.33",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200601,02-02-2012,03-03-2012,"1,59,612.33",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200602,02-02-2012,03-03-2012,909.06,GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200603,02-02-2012,03-03-2012,"23,335.68",GTS,06-03-2012,3,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200744,08-02-2012,09-03-2012,"4,978.13",GTS,20-03-2012,11,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1200745,08-02-2012,09-03-2012,"26,584.83",GTS,30-04-2012,52,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201021,27-02-2012,28-03-2012,"12,390.00",GTS,03-04-2012,6,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FBF1200254,29-02-2012,29-02-2012,"13,630.17",MAN,27-03-2012,27,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201264,02-03-2012,01-04-2012,"4,32,666.66",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201265,02-03-2012,01-04-2012,"2,95,000.00",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201266,02-03-2012,01-04-2012,"4,32,666.67",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201267,02-03-2012,01-04-2012,"4,32,666.67",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201268,02-03-2012,01-04-2012,"57,328.33",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201269,02-03-2012,01-04-2012,"1,59,612.33",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201270,02-03-2012,01-04-2012,909.06,GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201271,02-03-2012,01-04-2012,"23,335.68",GTS,16-04-2012,15,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201467,12-03-2012,11-04-2012,"22,125.00",GTS,30-04-2012,19,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1201755,26-03-2012,25-04-2012,"46,514.73",GTS,30-04-2012,5,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FBF1200479,03-04-2012,03-05-2012,"13,630.17",MAN,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202053,03-04-2012,03-05-2012,"4,32,666.66",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202054,03-04-2012,03-05-2012,"4,32,666.67",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202055,03-04-2012,03-05-2012,"4,32,666.67",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202056,03-04-2012,03-05-2012,"2,95,000.00",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202057,03-04-2012,03-05-2012,"57,328.33",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202058,03-04-2012,03-05-2012,"1,59,612.33",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202059,03-04-2012,03-05-2012,909.06,GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202060,03-04-2012,03-05-2012,"23,335.68",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202061,03-04-2012,03-05-2012,"7,375.00",GTS,07-05-2012,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FBF1200513,17-04-2012,17-05-2012,"4,588.32",MAN,04-06-2012,18,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202679,03-05-2012,02-06-2012,"4,32,666.66",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202680,03-05-2012,02-06-2012,"2,95,000.00",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202681,03-05-2012,02-06-2012,"4,32,666.67",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202682,03-05-2012,02-06-2012,"4,32,666.67",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202683,03-05-2012,02-06-2012,"57,328.33",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202684,03-05-2012,02-06-2012,"1,59,612.33",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202685,03-05-2012,02-06-2012,909.06,GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202686,03-05-2012,02-06-2012,"23,335.68",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00035381,  FIG1202687,03-05-2012,02-06-2012,"7,375.00",GTS,04-06-2012,2,Settled,31-07-2014,,,,,,,,,Paper invoice
Spain,838,CECA,2013-06-06,00166905,  FHF1203209,04-05-2012,31-05-2012,"1,980.13",MAN,08-11-2012,161,Settled,31-07-2014,,,,,,,,,Paper invoice
